user_id,registration_date,first_app_open_date,home_city,registration_platform,acquisition_channel,acquisition_campaign,acquisition_cost,activation_type,first_trip_date,preferred_tariff,subscription_plan,payment_method_preference,promo_dependency_score,multi_city_flag,support_contact_count_demo,fraud_risk_flag_demo,lifecycle_status_demo
U00072,2024-09-13,2024-09-15,Санкт-Петербург,Web,Поиск платный,ПОИ_04,199.7,Органическая первая поездка,2024-10-03,Эконом,Нет,Карта,0.232,False,2,False,Active
U00073,2024-07-10,2024-07-13,Москва,iOS,CRM реактивация,CRM_06,139.41,Реактивация после регистрации,2024-07-27,Эконом,Нет,Наличные,0.513,False,3,False,New
U00074,2024-05-21,2024-05-21,Санкт-Петербург,Android,Социальная реклама,СОЦ_04,236.22,Органическая первая поездка,2024-05-23,Эконом,Нет,Кошелек,0.465,False,4,False,Active
U00075,2025-05-05,2025-05-06,Москва,Web,Поиск платный,ПОИ_02,235.06,Не активирован,,Эконом,Нет,Наличные,0.0,True,1,False,Never Activated
U00076,2025-03-17,2025-03-18,Казань,iOS,Реферальная программа,РЕФ_15,284.1,Реферальная первая поездка,2025-03-19,Комфорт,Ride Pass,Наличные,0.689,False,1,False,Active
U00077,2025-10-13,2025-10-13,Казань,Android,Партнерский канал,ПАР_11,170.57,Промо-первая поездка,2025-10-26,Эконом,Ride Pass,Кошелек,0.579,False,4,False,Dormant
U00078,2024-07-22,2024-07-25,Санкт-Петербург,Android,Поиск платный,ПОИ_04,348.51,Органическая первая поездка,2024-08-12,Комфорт,Нет,Карта,0.102,False,3,False,Active
U00079,2025-03-22,2025-03-24,Москва,iOS,Партнерский канал,ПАР_01,198.87,Не активирован,,Эконом,Ride Pass,Наличные,0.286,False,1,False,Never Activated
U00080,2024-08-02,2024-08-05,Новосибирск,iOS,CRM реактивация,CRM_07,98.02,Не активирован,,Эконом,Нет,Карта,0.549,False,4,False,Never Activated
U00081,2026-02-05,2026-02-07,Москва,Android,Социальная реклама,СОЦ_13,262.36,Не активирован,,Эконом,Ride Pass,Карта,0.307,False,1,False,Never Activated
U00082,2024-04-01,2024-04-02,Москва,Android,Реферальная программа,РЕФ_01,134.81,Реферальная первая поездка,2024-04-22,Эконом,Нет,Карта,0.316,False,3,False,At Risk
U00083,2024-03-08,2024-03-10,Санкт-Петербург,Android,CRM реактивация,CRM_01,85.06,Реактивация после регистрации,2024-04-17,Эконом,Нет,Карта,0.471,False,3,False,Active
U00084,2024-01-27,2024-01-28,Новосибирск,iOS,Органика,ОРГ_17,14.43,Промо-первая поездка,2024-02-10,Эконом,Нет,Карта,0.753,False,0,False,At Risk
U00085,2025-03-05,2025-03-07,Новосибирск,iOS,Брендовый трафик,БРЕ_10,79.14,Органическая первая поездка,2025-03-17,Эконом,Ride Pass,Карта,0.213,False,2,False,At Risk
U00086,2024-04-13,2024-04-16,Санкт-Петербург,iOS,Брендовый трафик,БРЕ_01,30.62,Органическая первая поездка,2024-04-28,Комфорт,Нет,Карта,0.745,False,3,True,Active
U00087,2025-12-29,2025-12-31,Новосибирск,Android,Органика,ОРГ_04,25.37,Промо-первая поездка,2026-01-27,Эконом,Нет,Карта,0.661,False,3,False,Active
U00088,2025-09-25,2025-09-27,Москва,Android,Партнерский канал,ПАР_16,247.37,Промо-первая поездка,2025-10-13,Эконом,Нет,Карта,0.492,False,1,False,Dormant
U00089,2026-03-03,2026-03-05,Екатеринбург,Android,Органика,ОРГ_06,5.38,Не активирован,,Эконом,Нет,Карта,0.186,False,4,False,Never Activated
U00090,2024-05-22,2024-05-24,Новосибирск,Android,Социальная реклама,СОЦ_03,447.27,Промо-первая поездка,2024-05-28,Эконом,Ride Pass,Карта,0.613,False,2,False,Active
U00091,2024-09-30,2024-10-01,Екатеринбург,Android,Социальная реклама,СОЦ_03,207.33,Промо-первая поездка,2024-10-20,Бизнес,Нет,Карта,0.99,False,1,False,New
U00092,2025-06-15,2025-06-15,Москва,Android,Органика,ОРГ_14,18.57,Не активирован,,Эконом,Ride Pass,Карта,0.473,False,1,False,Never Activated
U00093,2025-09-15,2025-09-17,Казань,Android,Брендовый трафик,БРЕ_06,28.8,Отложенная активация,2025-10-21,Бизнес,Нет,Карта,0.457,False,0,False,Active
U00094,2024-03-15,2024-03-17,Санкт-Петербург,Web,CRM реактивация,CRM_09,58.65,Реактивация после регистрации,2024-04-08,Эконом,Нет,Кошелек,0.769,False,3,False,At Risk
U00095,2024-11-22,2024-11-23,Санкт-Петербург,iOS,Партнерский канал,ПАР_12,130.54,Органическая первая поездка,2024-12-09,Комфорт,Нет,Карта,0.169,False,4,False,At Risk
U00096,2024-04-01,2024-04-03,Москва,Android,Социальная реклама,СОЦ_04,244.91,Промо-первая поездка,2024-04-13,Эконом,Ride Pass,Карта,0.689,False,1,False,New
U00097,2024-10-13,2024-10-16,Санкт-Петербург,iOS,Социальная реклама,СОЦ_01,409.98,Не активирован,,Комфорт,Нет,Наличные,0.479,False,0,False,Never Activated
U00098,2025-06-29,2025-07-02,Санкт-Петербург,Android,Брендовый трафик,БРЕ_13,46.89,Не активирован,,Эконом,Нет,Карта,0.598,False,1,False,Never Activated
U00099,2025-01-16,2025-01-17,Москва,iOS,Социальная реклама,СОЦ_07,459.95,Промо-первая поездка,2025-01-30,Эконом,Нет,Наличные,1.0,False,2,False,Reactivated
U00100,2024-10-01,2024-10-03,Москва,Android,Брендовый трафик,БРЕ_16,73.68,Органическая первая поездка,2024-10-18,Эконом,Нет,Карта,0.707,False,0,False,Reactivated
U00101,2024-10-07,2024-10-08,Санкт-Петербург,iOS,Поиск платный,ПОИ_07,193.18,Не активирован,,Эконом,Ride Pass,Карта,0.02,False,4,False,Never Activated
U00102,2026-02-04,2026-02-05,Москва,iOS,Социальная реклама,СОЦ_06,280.33,Органическая первая поездка,2026-02-22,Эконом,Нет,Карта,0.521,False,0,False,Reactivated
U00103,2025-03-15,2025-03-18,Москва,Android,Социальная реклама,СОЦ_01,349.86,Органическая первая поездка,2025-03-28,Эконом,Нет,Карта,0.532,False,0,False,At Risk
U00104,2024-09-09,2024-09-09,Екатеринбург,Android,Органика,ОРГ_15,24.79,Органическая первая поездка,2024-10-04,Эконом,Нет,Кошелек,0.0,False,2,False,Active
U00105,2025-04-02,2025-04-03,Новосибирск,Web,Реферальная программа,РЕФ_06,219.26,Реферальная первая поездка,2025-04-20,Эконом,Нет,Карта,0.0,False,1,False,Active
U00106,2024-12-09,2024-12-10,Москва,Android,Реферальная программа,РЕФ_02,154.06,Реферальная первая поездка,2025-01-03,Эконом,Нет,Карта,0.247,True,0,False,Dormant
U00107,2025-03-19,2025-03-22,Санкт-Петербург,iOS,Поиск платный,ПОИ_08,462.44,Промо-первая поездка,2025-03-28,Комфорт,Нет,Карта,0.696,False,1,False,Active
U00108,2025-12-06,2025-12-07,Екатеринбург,Android,Органика,ОРГ_06,8.31,Органическая первая поездка,2025-12-27,Эконом,Нет,Наличные,0.377,False,2,False,Active
U00109,2024-11-19,2024-11-19,Санкт-Петербург,Android,Органика,ОРГ_04,28.2,Не активирован,,Комфорт,Нет,Кошелек,0.339,False,2,False,Never Activated
U00110,2024-11-14,2024-11-14,Москва,Web,Социальная реклама,СОЦ_15,181.27,Не активирован,,Эконом,Нет,Наличные,0.602,False,2,False,Never Activated
U00111,2024-06-04,2024-06-07,Казань,Android,Реферальная программа,РЕФ_14,129.81,Реферальная первая поездка,2024-06-12,Комфорт,Ride Pass,Карта,0.26,False,3,False,At Risk
U00112,2025-09-26,2025-09-26,Санкт-Петербург,Android,Поиск платный,ПОИ_07,461.33,Не активирован,,Комфорт,Нет,Карта,0.0,False,2,False,Never Activated
U00113,2025-09-30,2025-09-30,Москва,Web,Органика,ОРГ_04,11.84,Не активирован,,Эконом,Нет,Карта,0.484,False,0,False,Never Activated
U00114,2025-06-13,2025-06-15,Москва,Android,Социальная реклама,СОЦ_06,176.53,Промо-первая поездка,2025-07-06,Эконом,Нет,Карта,0.31,False,4,False,New
U00115,2026-01-16,2026-01-18,Москва,Android,Органика,ОРГ_06,5.28,Органическая первая поездка,2026-01-25,Эконом,Нет,Кошелек,0.412,False,0,False,Dormant
U00116,2024-01-01,2024-01-02,Москва,Android,Поиск платный,ПОИ_11,364.73,Органическая первая поездка,2024-01-18,Эконом,Ride Pass,Карта,0.7,False,3,False,New
U00117,2025-07-06,2025-07-08,Москва,iOS,Поиск платный,ПОИ_06,461.1,Органическая первая поездка,2025-07-23,Эконом,Ride Pass,Карта,0.577,False,0,False,New
U00118,2024-06-15,2024-06-15,Москва,Android,Социальная реклама,СОЦ_14,286.13,Промо-первая поездка,2024-07-05,Комфорт,Нет,Карта,1.0,False,1,False,Active
U00119,2024-09-03,2024-09-06,Санкт-Петербург,Android,Брендовый трафик,БРЕ_17,69.38,Промо-первая поездка,2024-09-16,Эконом,Нет,Карта,1.0,False,0,False,Active
U00120,2025-03-19,2025-03-21,Санкт-Петербург,Android,Социальная реклама,СОЦ_03,427.51,Не активирован,,Эконом,Ride Pass,Карта,0.564,False,4,False,Never Activated
U00121,2024-07-10,2024-07-13,Санкт-Петербург,Android,Партнерский канал,ПАР_13,173.57,Не активирован,,Эконом,Нет,Карта,0.61,False,2,False,Never Activated
U00122,2025-04-07,2025-04-08,Санкт-Петербург,Android,Поиск платный,ПОИ_07,452.2,Промо-первая поездка,2025-05-07,Эконом,Нет,Наличные,0.373,False,1,False,Active
U00123,2025-02-08,2025-02-11,Екатеринбург,iOS,Органика,ОРГ_01,18.65,Промо-первая поездка,2025-02-22,Эконом,Ride Pass,Карта,0.637,False,4,False,Active
U00124,2025-03-05,2025-03-08,Санкт-Петербург,Android,Органика,ОРГ_01,5.88,Промо-первая поездка,2025-03-24,Комфорт,Нет,Карта,0.545,False,2,False,Active
U00125,2026-03-18,2026-03-18,Москва,Android,Брендовый трафик,БРЕ_16,49.82,Не активирован,,Эконом,Ride Pass,Карта,0.336,False,4,False,Never Activated
U00126,2025-04-07,2025-04-09,Новосибирск,iOS,Реферальная программа,РЕФ_02,152.36,Реферальная первая поездка,2025-04-18,Эконом,Нет,Кошелек,0.436,False,1,False,At Risk
U00127,2025-10-04,2025-10-04,Москва,iOS,Реферальная программа,РЕФ_06,267.97,Реферальная первая поездка,2025-10-15,Комфорт,Нет,Карта,0.366,False,4,False,At Risk
U00128,2025-01-03,2025-01-05,Москва,iOS,Органика,ОРГ_15,1.57,Промо-первая поездка,2025-01-06,Комфорт,Нет,Карта,0.801,False,4,False,At Risk
U00129,2024-02-16,2024-02-17,Екатеринбург,Android,Органика,ОРГ_16,28.92,Промо-первая поездка,2024-03-03,Эконом,Нет,Карта,0.715,True,1,False,Active
U00130,2025-08-09,2025-08-10,Санкт-Петербург,Android,Поиск платный,ПОИ_04,434.25,Органическая первая поездка,2025-08-18,Эконом,Нет,Кошелек,0.223,False,0,False,Active
U00131,2024-01-14,2024-01-14,Москва,iOS,Поиск платный,ПОИ_10,211.81,Промо-первая поездка,2024-02-01,Эконом,Нет,Карта,1.0,False,3,False,Active
U00132,2025-08-21,2025-08-21,Москва,Android,CRM реактивация,CRM_10,132.29,Реактивация после регистрации,2025-09-10,Эконом,Нет,Кошелек,0.764,False,4,False,At Risk
U00133,2024-07-18,2024-07-20,Казань,Web,Органика,ОРГ_04,2.1,Органическая первая поездка,2024-07-30,Эконом,Нет,Карта,0.173,False,3,False,Active
U00134,2024-01-10,2024-01-13,Екатеринбург,iOS,Поиск платный,ПОИ_09,477.6,Промо-первая поездка,2024-01-25,Эконом,Нет,Карта,0.447,False,4,False,Reactivated
U00135,2024-03-23,2024-03-25,Санкт-Петербург,iOS,Поиск платный,ПОИ_13,223.58,Промо-первая поездка,2024-04-03,Эконом,Нет,Карта,0.962,True,3,False,New
U00136,2024-07-15,2024-07-17,Москва,Android,Социальная реклама,СОЦ_15,363.09,Органическая первая поездка,2024-08-13,Комфорт,Ride Pass,Карта,0.711,False,1,False,New
U00137,2024-08-27,2024-08-28,Казань,iOS,Партнерский канал,ПАР_03,187.02,Отложенная активация,2024-10-05,Комфорт,Ride Pass,Карта,0.49,True,1,False,Active
U00138,2024-07-26,2024-07-27,Казань,Android,CRM реактивация,CRM_11,86.1,Не активирован,,Эконом,Нет,Карта,1.0,False,2,False,Never Activated
U00139,2024-03-20,2024-03-23,Санкт-Петербург,Android,Брендовый трафик,БРЕ_07,55.87,Отложенная активация,2024-05-06,Эконом,Нет,Карта,0.707,False,2,False,New
U00140,2025-08-13,2025-08-15,Москва,Android,CRM реактивация,CRM_10,85.36,Не активирован,,Эконом,Нет,Карта,0.12,False,0,False,Never Activated
U00141,2025-01-14,2025-01-14,Москва,iOS,Органика,ОРГ_16,33.58,Органическая первая поездка,2025-01-24,Эконом,Ride Pass,Карта,0.393,False,3,False,Active
U00142,2025-07-03,2025-07-05,Москва,iOS,Поиск платный,ПОИ_02,223.82,Органическая первая поездка,2025-07-28,Эконом,Нет,Карта,0.353,False,0,False,New
U00143,2024-09-04,2024-09-05,Москва,Android,CRM реактивация,CRM_03,58.61,Реактивация после регистрации,2024-09-23,Эконом,Нет,Наличные,0.273,False,4,False,Active
U00144,2024-03-04,2024-03-06,Москва,iOS,Партнерский канал,ПАР_01,237.39,Промо-первая поездка,2024-03-16,Эконом,Нет,Кошелек,0.413,True,0,False,Active
U00145,2024-04-29,2024-05-02,Москва,iOS,Органика,ОРГ_13,22.68,Не активирован,,Эконом,Нет,Карта,0.253,False,3,False,Never Activated
U00146,2024-03-10,2024-03-10,Москва,iOS,Органика,ОРГ_17,20.66,Органическая первая поездка,2024-03-30,Эконом,Нет,Наличные,0.482,False,3,False,Active
U00147,2024-10-09,2024-10-10,Москва,Android,Социальная реклама,СОЦ_06,259.84,Промо-первая поездка,2024-10-12,Эконом,Нет,Карта,0.609,False,2,False,Dormant
U00148,2024-12-03,2024-12-04,Москва,Android,Социальная реклама,СОЦ_03,182.25,Промо-первая поездка,2024-12-15,Эконом,Нет,Карта,0.301,False,3,False,Reactivated
U00149,2025-03-28,2025-03-31,Санкт-Петербург,iOS,Социальная реклама,СОЦ_01,358.01,Органическая первая поездка,2025-04-13,Эконом,Нет,Карта,0.65,False,4,False,Active
U00150,2025-12-04,2025-12-05,Новосибирск,iOS,Органика,ОРГ_02,1.66,Промо-первая поездка,2025-12-28,Эконом,Ride Pass,Наличные,0.856,False,0,True,At Risk
U00151,2026-03-04,2026-03-05,Екатеринбург,Android,Партнерский канал,ПАР_13,131.25,Промо-первая поездка,2026-03-12,Комфорт,Нет,Наличные,0.971,False,4,False,Active
U00152,2025-07-24,2025-07-26,Екатеринбург,Android,Реферальная программа,РЕФ_15,191.26,Реферальная первая поездка,2025-07-31,Комфорт,Нет,Карта,0.652,False,2,False,Active
